Entry,Gene,Organism
Q2M3X8,Phactr1,Mouse
Q9JJT9,Phax,Mouse
Q8BSN5,Phf23,Mouse
O54714,Pias3,Mouse
Q7M6Y3,Picalm,Mouse
Q9ERV7,Pidd1,Mouse
Q5SW28,Pik3r5,Mouse
O70172,Pip4k2a,Mouse
Q8K4D7,Plcz1,Mouse
Q8BG07,Pld4,Mouse
Q9JIY0,Plekho1,Mouse
Q9WVQ0,Pmfbp1,Mouse
Q60953,Pml,Mouse
Q8K409,Polb,Mouse
Q91VA6,Poldip2,Mouse
Q9QUG2,Polk,Mouse
Q6NXY9,Polr3g,Mouse
Q00196,Pou2f2,Mouse
Q63955,Pou4f3,Mouse
P20263,Pou5f1,Mouse
Q80TL0,Ppm1e,Mouse
P62137,Ppp1ca,Mouse
P62141,Ppp1cb,Mouse
P63087,Ppp1cc,Mouse
Q6P2K6,Ppp4r3a,Mouse
Q922R5,Ppp4r3b,Mouse
Q99K43,Prc1,Mouse
Q6P1E7,Primpol,Mouse
P05132,Prkaca,Mouse
Q62074,Prkci,Mouse
Q8BZ03,Prkd2,Mouse
Q91YA2,Pskh1,Mouse
Q64434,Ptk6,Mouse
Q91VU8,Ptov1,Mouse
Q62130,Ptpn14,Mouse
Q06180,Ptpn2,Mouse
P29351,Ptpn6,Mouse
P49446,Ptpre,Mouse
Q9D3U0,Pus10,Mouse
Q9EPB4,Pycard,Mouse
Q8CHP5,Pym1,Mouse
Q9QYS9,Qki,Mouse
Q3V2A7,Qrich2,Mouse
Q9CQE8,RTRAF,Mouse
Q68EF0,Rab3ip,Mouse
Q9WVM1,Racgap1,Mouse
Q9QXK2,Rad18,Mouse
Q99N57,Raf1,Mouse
Q6GYP7,Ralgapa1,Mouse
Q03385,Ralgds,Mouse
P46061,Rangap1,Mouse
Q9JIB0,Rangrf,Mouse
P11416,Rara,Mouse
Q99MK9,Rassf1,Mouse
Q9CW46,Raver1,Mouse
Q7TPD6,Raver2,Mouse
Q6PHZ5,Rbm15b,Mouse
Q8BHS3,Rbm22,Mouse
Q8C7Q4,Rbm4,Mouse
Q8BHN5,Rbm45,Mouse
Q9CWZ3,Rbm8a,Mouse
Q9WV02,Rbmx,Mouse
Q8BK67,Rcc2,Mouse
Q04207,Rela,Mouse
Q8VIG1,Rest,Mouse
Q8CIK8,Rfwd3,Mouse
P48379,Rfx2,Mouse
Q9CQE5,Rgs10,Mouse
P97492,Rgs14,Mouse
Q9QZB1,Rgs20,Mouse
Q8BQP9,Rgs7bp,Mouse
Q8BXT1,Rgs8,Mouse
P62746,Rhob,Mouse
Q9D1H0,Rita1,Mouse
Q99ML9,Rnf111,Mouse
Q96DY5,Rnf112,Mouse
Q9CZW6,Rnf146,Mouse
Q8VC56,Rnf8,Mouse
Q99M28,Rnps1,Mouse
Q9EPK2,Rp2,Mouse
Q8VC34,Rpap2,Mouse
Q99K70,Rragc,Mouse
Q6PEE3,Rrm2b,Mouse
Q9DBU6,Rsrc1,Mouse
Q99LF4,Rtcb,Mouse
Q64131,Runx3,Mouse
P28700,Rxra,Mouse
Q8CCI5,Rybp,Mouse
Q01887,Ryk,Mouse
Q9D5K4,S100pbp,Mouse
Q8CBY1,Samd4a,Mouse
P57725,Samsn1,Mouse
O55128,Sap18,Mouse
Q1EHW4,Sap25,Mouse
O08992,Sdcbp,Mouse
P59110,Senp1,Mouse
Q91ZX6,Senp2,Mouse
Q9JJG5,Sertad2,Mouse
Q9EQU5,Set,Mouse
A2AKX3,Setx,Mouse
Q9WVC6,Sgk1,Mouse
Q921I6,Sh3bp4,Mouse
Q9CZN7,Shmt2,Mouse
O88520,Shoc2,Mouse
Q923E4,Sirt1,Mouse
Q8VDQ8,Sirt2,Mouse
Q8K2C6,Sirt5,Mouse
O54926,Siva1,Mouse
P97440,Slbp,Mouse
Q8R3P9,Slf1,Mouse
Q9D8T7,Slirp,Mouse
Q8BHJ9,Slu7,Mouse
P70340,Smad1,Mouse
Q62432,Smad2,Mouse
Q8BUN5,Smad3,Mouse
P97471,Smad4,Mouse
P97454,Smad5,Mouse
O35253,Smad7,Mouse
Q9JIW5,Smad9,Mouse
Q5RJH6,Smg7,Mouse
Q2MH31,Smrp1,Mouse
Q99LM3,Smtnl1,Mouse
Q9CWR2,Smyd3,Mouse
Q02085,Snai1,Mouse
Q78PY7,Snd1,Mouse
P27048,Snrpb,Mouse
P62315,Snrpd1,Mouse
P62320,Snrpd3,Mouse
P62305,Snrpe,Mouse
P62307,Snrpf,Mouse
P62309,Snrpg,Mouse
Q9CWT3,Snx10,Mouse
Q6P8X1,Snx6,Mouse
Q8VHQ2,Socs7,Mouse
Q9D489,Sohlh2,Mouse
O88307,Sorl1,Mouse
Q6PHU5,Sort1,Mouse
Q3V0Q6,Spag8,Mouse
Q923A2,Spdl1,Mouse
Q9JIA7,Sphk2,Mouse
Q91Z67,Srgap2,Mouse
O70551,Srpk1,Mouse
Q99MR6,Srrt,Mouse
Q6PDM2,Srsf1,Mouse
Q05738,Sry,Mouse
P42227,Stat3,Mouse
P42230,Stat5a,Mouse
P42232,Stat5b,Mouse
P52633,Stat6,Mouse
Q8CJ67,Stau2,Mouse
Q99KH8,Stk24,Mouse
Q9JI10,Stk3,Mouse
Q69ZM6,Stk36,Mouse
Q9JI11,Stk4,Mouse
Q9DAG5,Stpg4,Mouse
P70278,Stra8,Mouse
Q9Z1Z2,Strap,Mouse
Q9WUD1,Stub1,Mouse
Q60969,Styx,Mouse
Q9D9Z7,Subh2bv,Mouse
Q9CX34,Sugt1,Mouse
P63166,Sumo1,Mouse
Q9D666,Sun1,Mouse
Q5SS91,Sun3,Mouse
Q6A028,Swap70,Mouse
Q62209,Sycp1,Mouse
Q6ZWQ0,Syne2,Mouse
Q8CII8,Syne4,Mouse
Q9D2G5,Synj2,Mouse
Q91YE8,Synpo2,Mouse
Q99N50,Sytl2,Mouse
Q9EQH4,Taf8,Mouse
Q921F2,Tardbp,Mouse
Q8BLY2,Tars3,Mouse
P70326,Tbx5,Mouse
Q9D915,Tcim,Mouse
Q9WTS4,Tenm1,Mouse
Q8C0V1,Terb1,Mouse
Q9D494,Terb2,Mouse
O70372,Tert,Mouse
Q9WTJ6,Tesmin,Mouse
Q8BG87,Tet3,Mouse
Q99MV2,Tex19.1,Mouse
Q9D5S1,Tex19.2,Mouse
Q6ZPJ0,Tex2,Mouse
Q08639,Tfdp1,Mouse
Q9R210,Tfeb,Mouse
Q9ERA6,Tfip11,Mouse
Q9JJD0,Thap11,Mouse
Q9JMB1,Theg,Mouse
Q8R3N6,Thoc1,Mouse
Q8BZA9,Tigar,Mouse
O55047,Tlk2,Mouse
Q61033,Tmpo,Mouse
Q9JMG3,Tmub1,Mouse
Q6PFX9,Tnks,Mouse
Q3UES3,Tnks2,Mouse
Q9ER39,Tor1a,Mouse
P70399,Tp53bp1,Mouse
Q8CFU8,Tp53inp2,Mouse
Q9JJP2,Tp73,Mouse
Q64514,Tpp2,Mouse
Q7TQD2,Tppp,Mouse
A2APB8,Tpx2,Mouse
Q3U0V2,Tradd,Mouse
Q8VIG6,Traip,Mouse
Q8K2L8,Trappc12,Mouse
Q91XB0,Trex1,Mouse
Q99PQ2,Trim11,Mouse
Q64127,Trim24,Mouse
Q8CH72,Trim32,Mouse
Q9Z1Y4,Trip6,Mouse
Q80VC6,Trnau1ap,Mouse
Q9QXE4,Trp53inp1,Mouse
Q8C0D0,Trub1,Mouse
Q9Z2S7,Tsc22d3,Mouse
Q9JJL0,Tsga8,Mouse
Q3UVR3,Ttbk2,Mouse
Q5NC05,Ttf2,Mouse
Q8CHB8,Ttll5,Mouse
P50586,Tub,Mouse
O88413,Tulp3,Mouse
P42682,Txk,Mouse
P10639,Txn,Mouse
Q9Z1F9,Uba2,Mouse
Q8VE47,Uba5,Mouse
P52483,Ube2e3,Mouse
Q8VDW4,Ube2w,Mouse
Q4G0F8,Ubn1,Mouse
Q99NB8,Ubqln4,Mouse
Q3USZ2,Ubtfl1,Mouse
Q9WUP7,Uchl5,Mouse
Q99KD5,Unc45a,Mouse
Q5FWH2,Unkl,Mouse
P52479,Usp10,Mouse
P35123,Usp4,Mouse
Q9WTZ0,Uxt,Mouse
P48281,Vdr,Mouse
A2AIV2,Virma,Mouse
Q8R1C3,Vopp1,Mouse
Q8R0A6,Vstm2a,Mouse
Q65Z40,Wapl,Mouse
Q91YD9,Wasl,Mouse
Q923D5,Wbp11,Mouse
P97765,Wbp2,Mouse
Q6VNB8,Wdfy3,Mouse
Q66JT0,Wee2,Mouse
Q8R3E3,Wipi1,Mouse
Q91XU0,Wrnip1,Mouse
Q7TQJ8,Wtip,Mouse
Q91WL8,Wwox,Mouse
Q9EPK5,Wwtr1,Mouse
O35426,Xbp1,Mouse
P51612,Xpc,Mouse
Q6P5F9,Xpo1,Mouse
Q9ESJ0,Xpo4,Mouse
Q924C1,Xpo5,Mouse
Q924Z6,Xpo6,Mouse
Q9EPK7,Xpo7,Mouse
Q9CRT8,Xpot,Mouse
P46938,Yap1,Mouse
P62960,Ybx1,Mouse
P62700,Ypel5,Mouse
Q91YT7,Ythdf2,Mouse
Q91VL9,Zbtb1,Mouse
Q8R1J3,Zcchc9,Mouse
P22893,Zfp36,Mouse
P23949,Zfp36l2,Mouse
Q5ISE2,Zfp36l3,Mouse
E9PW05,Zfp54,Mouse
Q61967,Zfp90,Mouse
P70121,Zhx1,Mouse
Q8C0C0,Zhx2,Mouse
Q62521,Zic3,Mouse
Q8C0R7,Zmynd15,Mouse
Q9JMD0,Znf207,Mouse
Q8BZ89,Znf322,Mouse
Q9R0B7,Znf346,Mouse
Q9DB38,Znf580,Mouse
Q3U133,Znf746,Mouse
Q62523,Zyx,Mouse
Q8VDP2,,Mouse
Q502H1,aamdc,Zebrafish
F1RDM5,amer1,Zebrafish
Q6DGX3,ankrd54,Zebrafish
A2BEA6,arid3a,Zebrafish
Q7SYL1,arl2bp,Zebrafish
F1QW76,batf,Zebrafish
A2BGD5,calcoco1,Zebrafish
Q1ECZ4,casc3,Zebrafish
Q1LX29,ccdc79,Zebrafish
Q6NYX6,ccnf,Zebrafish
Q6NWC6,cpsf6,Zebrafish
A1L224,creb3l2,Zebrafish
Q7SZC2,cse1l,Zebrafish
F1QGH7,ctnnb1,Zebrafish
Q90Z00,fgfr1a,Zebrafish
Q6EWH2,fyna,Zebrafish
E7FGY2,gid8b,Zebrafish
Q1LUC3,kat2b,Zebrafish
Q803L0,lin28a,Zebrafish
Q6GMG8,litaf,Zebrafish
Q5RHB5,lrmp,Zebrafish
Q8UUZ1,mab21l2,Zebrafish
F1Q4R9,meox1,Zebrafish
Q6NYU6,midn,Zebrafish
Q5U3S7,nosip,Zebrafish
Q7T3C6,nudt21,Zebrafish
Q5XJ36,park7,Zebrafish
A2CEI6,piwil2,Zebrafish
Q90435,pou4f3,Zebrafish
Q6PH11,pym1,Zebrafish
A3KPP3,rangrf,Zebrafish
Q6NZZ9,rbm22,Zebrafish
Q5EAP5,rfx2,Zebrafish
Q1LVQ2,sh3bp4a,Zebrafish
Q6DHI5,sirt5,Zebrafish
Q9I9P9,smad2,Zebrafish
Q9W7E7,smad5,Zebrafish
Q7ZUG0,snrpe,Zebrafish
Q66I22,srrt,Zebrafish
Q7ZUQ3,stk3,Zebrafish
Q9IAK8,tbx5a,Zebrafish
Q9I9N5,tradd,Zebrafish
Q7SXG4,uba2,Zebrafish
B0S733,upf3a,Zebrafish
Q1L673,vdrb,Zebrafish
F1QEB7,wdr11,Zebrafish
Q1L8J7,yap1,Zebrafish
E7F1H9,ythdf2,Zebrafish
Q9V895,Anp32a,Fly
A1Z7A6,Asap,Fly
Q9VEX9,Bin1,Fly
P54367,CkIalpha,Fly
P54358,DNApol-delta,Fly
Q9VMD0,Daxx,Fly
P98149,Dif,Fly
O17468,Hira,Fly
P11147,Hsc70-4,Fly
Q9VWF4,MKP-4,Fly
Q9W4S7,Myc,Fly
P07207,N,Fly
Q9V466,Nup107,Fly
Q9W1X4,Nup214,Fly
A1Z7K9,PAN2,Fly
Q9VTL1,PCID2,Fly
Q7KNF2,Pabp2,Fly
P52295,Pen,Fly
Q9W088,Pol31,Fly
Q9Y118,Pol32,Fly
Q9VLJ0,PrBP,Fly
P82804,Pym,Fly
Q9VC61,REPTOR,Fly
P19109,Rm62,Fly
Q9VXE0,SNRPG,Fly
Q24151,Stat92E,Fly
Q9VW97,Su(var)3-3,Fly
Q9VN03,Suv3,Fly
Q709R6,bocks,Fly
Q9VVR2,bora,Fly
A1Z7A8,coil,Fly
O77059,cry,Fly
Q9VMA3,cup,Fly
Q9VT41,defl,Fly
Q9VIF5,del,Fly
P15330,dl,Fly
P56538,eIF6,Fly
Q95V55,foxo,Fly
Q86PC9,ktub,Fly
P52302,l(3)mbn,Fly
Q9VNS0,mael,Fly
P49028,mago,Fly
Q9VPM5,mbm,Fly
Q9VSR3,orb2,Fly
Q9VKM1,piwi,Fly
Q86BY9,rig,Fly
Q9V4P1,scra,Fly
P18431,sgg,Fly
Q9I7H9,sud1,Fly
Q24246,sw,Fly
P40688,swa,Fly
Q9W1F4,thoc5,Fly
P49021,tim,Fly
Q9V535,tsu,Fly
Q9W148,uri,Fly
Q21227,apr-1,Worm
Q23272,atfs-1,Worm
Q93560,blmp-1,Worm
G5EG86,brc-2,Worm
P81299,cdc-14,Worm
Q23357,cdk-11.2,Worm
Q9TXJ0,cmk-1,Worm
Q8WT44,cyk-3,Worm
O16850,daf-16,Worm
G5EE01,daf-18,Worm
Q17569,ddi-1,Worm
P90994,djr-1.1,Worm
O76360,egl-4,Worm
Q23544,fic-1,Worm
Q22146,frk-1,Worm
G5EEN4,gck-3,Worm
Q22663,glb-26,Worm
P46577,gop-2,Worm
G5ED47,hizr-1,Worm
P91277,hrpk-1,Worm
Q27511,htz-1,Worm
Q21017,kin-29,Worm
Q09490,lgg-1,Worm
Q9U9Y8,lit-1,Worm
Q09357,mett-10,Worm
P34418,mig-39,Worm
Q8I113,mnk-1,Worm
Q18711,mxl-3,Worm
G5EFI7,myrf-1,Worm
D9PTN5,myrf-2,Worm
O17898,nhr-60,Worm
Q21691,nrde-3,Worm
Q19541,pid-1,Worm
Q10124,pqe-1,Worm
O17915,ran-1,Worm
Q19360,rfl-1,Worm
Q22307,rha-1,Worm
B7FAS6,sam-10,Worm
G5EEU2,set-25,Worm
Q2PJ68,sgk-1,Worm
Q9TYT3,shc-1,Worm
Q21921,sir-2.1,Worm
P34707,skn-1,Worm
P55853,smo-1,Worm
Q9NAD6,sta-1,Worm
Q20977,sta-2,Worm
P46582,sumv-1,Worm
G5EGU9,szy-20,Worm
D0VWM8,tdp-1,Worm
G5EGQ6,ten-1,Worm
Q11098,tsp-17,Worm
P34609,unc-16,Worm
Q9NEZ5,unc-95,Worm
Q17963,wdr-5.1,Worm
Q20085,wee-1.1,Worm
Q10953,wrm-1,Worm
Q19404,yap-1,Worm
Q9U3F4,zyx-1,Worm
P32357,AAR2,Yeast
Q03771,ACL4,Yeast
P52923,AIF1,Yeast
P40024,ARB1,Yeast
P46672,ARC1,Yeast
Q06596,ARR1,Yeast
Q06834,ASR1,Yeast
Q12291,BMT6,Yeast
P40314,BTT1,Yeast
P24813,CAD1,Yeast
Q08920,CBC2,Yeast
Q00684,CDC14,Yeast
Q05583,CIA1,Yeast
P30822,CRM1,Yeast
P20449,DBP5,Yeast
P39715,ECM1,Yeast
Q02642,EGD1,Yeast
P38879,EGD2,Yeast
Q03018,ESP1,Yeast
P53971,FAP1,Yeast
P08417,FUM1,Yeast
P16892,FUS3,Yeast
Q04739,GAL83,Yeast
P46655,GUS1,Yeast
P32485,HOG1,Yeast
P31539,HSP104,Yeast
P53686,HST2,Yeast
P40051,ICP55,Yeast
Q07532,IWR1,Yeast
P14681,KSS1,Yeast
P43560,LAM5,Yeast
Q08001,LAM6,Yeast
P33399,LHP1,Yeast
P33418,LOS1,Yeast
Q06406,LSM6,Yeast
Q3E827,LSO1,Yeast
Q3E772,LSO2,Yeast
P34078,LTV1,Yeast
P29496,MCM5,Yeast
Q12285,MDY2,Yeast
P00958,MES1,Yeast
P47085,MHO1,Yeast
P40484,MOB1,Yeast
P43563,MOB2,Yeast
P07884,MOD5,Yeast
P30771,NAM7,Yeast
P25293,NAP1,Yeast
Q3E7Y6,NBL1,Yeast
Q12080,NOP53,Yeast
Q06833,NVJ2,Yeast
P21957,OPI1,Yeast
P04147,PAB1,Yeast
P53238,PEF1,Yeast
P07270,PHO4,Yeast
P20052,PHO80,Yeast
P17442,PHO81,Yeast
P03871,REP1,Yeast
P03872,REP2,Yeast
Q03195,RLI1,Yeast
Q07915,RLP24,Yeast
P09938,RNR2,Yeast
P49723,RNR4,Yeast
P20433,RPB4,Yeast
P34087,RPB7,Yeast
P0C0W9,RPL11A,Yeast
Q3E757,RPL11B,Yeast
P26321,RPL5,Yeast
P40084,RTR1,Yeast
P32432,SFP1,Yeast
P36068,SHE2,Yeast
P34164,SIP2,Yeast
P25294,SIS1,Yeast
Q02793,SKI8,Yeast
P32380,SPC110,Yeast
Q02821,SRP1,Yeast
P0CS90,SSC1,Yeast
Q03497,STE20,Yeast
P34160,STO1,Yeast
Q00947,STP1,Yeast
P38704,STP2,Yeast
P32944,SWE1,Yeast
P35845,SWH1,Yeast
Q12104,SWT1,Yeast
Q07395,SYO1,Yeast
P47112,TAH11,Yeast
Q12466,TCB1,Yeast
P48231,TCB2,Yeast
Q03640,TCB3,Yeast
P32773,TOA1,Yeast
P32774,TOA2,Yeast
P15565,TRM1,Yeast
Q99190,TSC13,Yeast
P36421,TYS1,Yeast
Q12132,USV1,Yeast
Q12416,WHI5,Yeast
Q12363,WTM1,Yeast
P19880,YAP1,Yeast
Q07688,YPD1,Yeast
P41920,YRB1,Yeast
P53107,YRB30,Yeast
Q6P4W0,abraxas2,Frog
Q5XGD9,arid3a,Frog
Q5FW25,arl2bp,Frog
F7EMX9,batf,Frog
Q5XGG5,ccnf,Frog
Q07FZ4,cxcr4,Frog
Q640A2,hnrnpdl,Frog
Q6P828,litaf,Frog
Q5EB28,midn,Frog
Q6NVP7,pabpn1,Frog
Q6P616,rbm22,Frog
B1WAV2,rfx2,Frog
Q66JE4,rnf146,Frog
Q5U228,sh3bp4,Frog
F7DKV7,sirt5,Frog
Q6DII2,srsf1,Frog
Q6P3Q4,stk4,Frog
Q0V9S0,tars3,Frog
Q6GLG7,uba5,Frog
A4IIN5,zfp36l2,Frog
Q6P338,,Frog
